Step,arm_std,original_ppo_debug - PPO/arm_mean_exploration__MIN,original_ppo_debug - PPO/arm_mean_exploration__MAX
128,0.35193926095962524,0.35193926095962524,0.35193926095962524
136,0.3550598919391632,0.3550598919391632,0.3550598919391632
137,0.35547730326652527,0.35547730326652527,0.35547730326652527
139,0.35633140802383423,0.35633140802383423,0.35633140802383423
140,0.35696399211883545,0.35696399211883545,0.35696399211883545
143,0.35775861144065857,0.35775861144065857,0.35775861144065857
144,0.3581642508506775,0.3581642508506775,0.3581642508506775
146,0.358853280544281,0.358853280544281,0.358853280544281
147,0.3592013716697693,0.3592013716697693,0.3592013716697693
149,0.3600809574127197,0.3600809574127197,0.3600809574127197
150,0.3605256974697113,0.3605256974697113,0.3605256974697113
151,0.3609934151172638,0.3609934151172638,0.3609934151172638
153,0.3619864583015442,0.3619864583015442,0.3619864583015442
154,0.36228200793266296,0.36228200793266296,0.36228200793266296
155,0.362643301486969,0.362643301486969,0.362643301486969
157,0.3634287416934967,0.3634287416934967,0.3634287416934967
158,0.3638722002506256,0.3638722002506256,0.3638722002506256
160,0.36440449953079224,0.36440449953079224,0.36440449953079224
163,0.36546802520751953,0.36546802520751953,0.36546802520751953
164,0.3660169243812561,0.3660169243812561,0.3660169243812561
167,0.36689719557762146,0.36689719557762146,0.36689719557762146
168,0.3674250841140747,0.3674250841140747,0.3674250841140747
170,0.3680340051651001,0.3680340051651001,0.3680340051651001
171,0.3683920204639435,0.3683920204639435,0.3683920204639435
172,0.36885470151901245,0.36885470151901245,0.36885470151901245
173,0.36923837661743164,0.36923837661743164,0.36923837661743164
174,0.3694831132888794,0.3694831132888794,0.3694831132888794
175,0.3695577383041382,0.3695577383041382,0.3695577383041382
176,0.3697779178619385,0.3697779178619385,0.3697779178619385
178,0.3703054189682007,0.3703054189682007,0.3703054189682007
185,0.37236276268959045,0.37236276268959045,0.37236276268959045
186,0.37273427844047546,0.37273427844047546,0.37273427844047546
188,0.37299180030822754,0.37299180030822754,0.37299180030822754
190,0.3731958270072937,0.3731958270072937,0.3731958270072937
193,0.3738308846950531,0.3738308846950531,0.3738308846950531
194,0.37391892075538635,0.37391892075538635,0.37391892075538635
195,0.3741963803768158,0.3741963803768158,0.3741963803768158
196,0.3745977580547333,0.3745977580547333,0.3745977580547333
197,0.3748723566532135,0.3748723566532135,0.3748723566532135
198,0.3750480115413666,0.3750480115413666,0.3750480115413666
203,0.3768561780452728,0.3768561780452728,0.3768561780452728
210,0.37858015298843384,0.37858015298843384,0.37858015298843384
212,0.3789004683494568,0.3789004683494568,0.3789004683494568
214,0.37911683320999146,0.37911683320999146,0.37911683320999146
222,0.38149482011795044,0.38149482011795044,0.38149482011795044
223,0.38183024525642395,0.38183024525642395,0.38183024525642395
224,0.38215333223342896,0.38215333223342896,0.38215333223342896
225,0.3824799954891205,0.3824799954891205,0.3824799954891205
226,0.38282206654548645,0.38282206654548645,0.38282206654548645
227,0.38322481513023376,0.38322481513023376,0.38322481513023376
228,0.38365909457206726,0.38365909457206726,0.38365909457206726
230,0.38409143686294556,0.38409143686294556,0.38409143686294556
231,0.38434937596321106,0.38434937596321106,0.38434937596321106
234,0.3851941227912903,0.3851941227912903,0.3851941227912903
235,0.3856108486652374,0.3856108486652374,0.3856108486652374
236,0.3857313394546509,0.3857313394546509,0.3857313394546509
238,0.3863058388233185,0.3863058388233185,0.3863058388233185
239,0.3867917060852051,0.3867917060852051,0.3867917060852051
241,0.38712334632873535,0.38712334632873535,0.38712334632873535
244,0.38815099000930786,0.38815099000930786,0.38815099000930786
245,0.38831597566604614,0.38831597566604614,0.38831597566604614
247,0.3889915645122528,0.3889915645122528,0.3889915645122528
248,0.3894232511520386,0.3894232511520386,0.3894232511520386
250,0.38993433117866516,0.38993433117866516,0.38993433117866516
254,0.3914262056350708,0.3914262056350708,0.3914262056350708
255,0.39187511801719666,0.39187511801719666,0.39187511801719666
256,0.39245933294296265,0.39245933294296265,0.39245933294296265
257,0.39274710416793823,0.39274710416793823,0.39274710416793823
259,0.39335229992866516,0.39335229992866516,0.39335229992866516
266,0.3944138288497925,0.3944138288497925,0.3944138288497925
268,0.39491766691207886,0.39491766691207886,0.39491766691207886
270,0.3962355852127075,0.3962355852127075,0.3962355852127075
273,0.39796018600463867,0.39796018600463867,0.39796018600463867
274,0.39850345253944397,0.39850345253944397,0.39850345253944397
277,0.3996693193912506,0.3996693193912506,0.3996693193912506
278,0.3997979760169983,0.3997979760169983,0.3997979760169983
280,0.4001823663711548,0.4001823663711548,0.4001823663711548
281,0.4001851975917816,0.4001851975917816,0.4001851975917816
284,0.4015495777130127,0.4015495777130127,0.4015495777130127
287,0.4022620916366577,0.4022620916366577,0.4022620916366577
290,0.403251588344574,0.403251588344574,0.403251588344574
292,0.40412914752960205,0.40412914752960205,0.40412914752960205
295,0.4052736461162567,0.4052736461162567,0.4052736461162567
301,0.4081486463546753,0.4081486463546753,0.4081486463546753
303,0.4086734652519226,0.4086734652519226,0.4086734652519226
304,0.4088513255119324,0.4088513255119324,0.4088513255119324
305,0.40934428572654724,0.40934428572654724,0.40934428572654724
306,0.4097060263156891,0.4097060263156891,0.4097060263156891
309,0.4115382432937622,0.4115382432937622,0.4115382432937622
310,0.4123864769935608,0.4123864769935608,0.4123864769935608
314,0.414948433637619,0.414948433637619,0.414948433637619
315,0.4152746796607971,0.4152746796607971,0.4152746796607971
316,0.41538700461387634,0.41538700461387634,0.41538700461387634
317,0.41583123803138733,0.41583123803138733,0.41583123803138733
318,0.4161428213119507,0.4161428213119507,0.4161428213119507
319,0.41615545749664307,0.41615545749664307,0.41615545749664307
320,0.4165583848953247,0.4165583848953247,0.4165583848953247
325,0.4182187020778656,0.4182187020778656,0.4182187020778656
326,0.4186265468597412,0.4186265468597412,0.4186265468597412
331,0.41952282190322876,0.41952282190322876,0.41952282190322876
332,0.4196925759315491,0.4196925759315491,0.4196925759315491
333,0.4200213849544525,0.4200213849544525,0.4200213849544525
336,0.42044368386268616,0.42044368386268616,0.42044368386268616
337,0.4207635223865509,0.4207635223865509,0.4207635223865509
338,0.42119747400283813,0.42119747400283813,0.42119747400283813
340,0.4217408299446106,0.4217408299446106,0.4217408299446106
344,0.4217311143875122,0.4217311143875122,0.4217311143875122
347,0.42210090160369873,0.42210090160369873,0.42210090160369873
349,0.42232343554496765,0.42232343554496765,0.42232343554496765
351,0.42304569482803345,0.42304569482803345,0.42304569482803345
353,0.42353707551956177,0.42353707551956177,0.42353707551956177
356,0.42374059557914734,0.42374059557914734,0.42374059557914734
361,0.42566972970962524,0.42566972970962524,0.42566972970962524
362,0.4265988767147064,0.4265988767147064,0.4265988767147064
365,0.4275617003440857,0.4275617003440857,0.4275617003440857
367,0.428573340177536,0.428573340177536,0.428573340177536
368,0.4288075864315033,0.4288075864315033,0.4288075864315033
370,0.4296165704727173,0.4296165704727173,0.4296165704727173
372,0.4301345646381378,0.4301345646381378,0.4301345646381378
377,0.43149328231811523,0.43149328231811523,0.43149328231811523
378,0.4317043721675873,0.4317043721675873,0.4317043721675873
382,0.4341810643672943,0.4341810643672943,0.4341810643672943
389,0.43794289231300354,0.43794289231300354,0.43794289231300354
390,0.4387225806713104,0.4387225806713104,0.4387225806713104
392,0.44003990292549133,0.44003990292549133,0.44003990292549133
393,0.44077736139297485,0.44077736139297485,0.44077736139297485
395,0.44134852290153503,0.44134852290153503,0.44134852290153503
397,0.44217440485954285,0.44217440485954285,0.44217440485954285
401,0.4445990324020386,0.4445990324020386,0.4445990324020386
405,0.4461413621902466,0.4461413621902466,0.4461413621902466
406,0.44665074348449707,0.44665074348449707,0.44665074348449707
407,0.4468601942062378,0.4468601942062378,0.4468601942062378
410,0.44885358214378357,0.44885358214378357,0.44885358214378357
411,0.4497682750225067,0.4497682750225067,0.4497682750225067
414,0.4524023234844208,0.4524023234844208,0.4524023234844208
424,0.4564336836338043,0.4564336836338043,0.4564336836338043
425,0.4569742977619171,0.4569742977619171,0.4569742977619171
426,0.4576207399368286,0.4576207399368286,0.4576207399368286
427,0.4582630395889282,0.4582630395889282,0.4582630395889282
428,0.4590011239051819,0.4590011239051819,0.4590011239051819
429,0.4596748352050781,0.4596748352050781,0.4596748352050781
430,0.4603171646595001,0.4603171646595001,0.4603171646595001
435,0.46265506744384766,0.46265506744384766,0.46265506744384766
441,0.4652462303638458,0.4652462303638458,0.4652462303638458
442,0.46562910079956055,0.46562910079956055,0.46562910079956055
446,0.4676165282726288,0.4676165282726288,0.4676165282726288
447,0.4681846499443054,0.4681846499443054,0.4681846499443054
451,0.47025546431541443,0.47025546431541443,0.47025546431541443
454,0.4723244309425354,0.4723244309425354,0.4723244309425354
455,0.47289273142814636,0.47289273142814636,0.47289273142814636
456,0.4733101725578308,0.4733101725578308,0.4733101725578308
457,0.4740073084831238,0.4740073084831238,0.4740073084831238
458,0.4746069312095642,0.4746069312095642,0.4746069312095642
460,0.4761582314968109,0.4761582314968109,0.4761582314968109
461,0.4768269658088684,0.4768269658088684,0.4768269658088684
462,0.47713252902030945,0.47713252902030945,0.47713252902030945
463,0.4778362214565277,0.4778362214565277,0.4778362214565277
465,0.4791684150695801,0.4791684150695801,0.4791684150695801
468,0.48112642765045166,0.48112642765045166,0.48112642765045166
470,0.48271846771240234,0.48271846771240234,0.48271846771240234
472,0.4845014214515686,0.4845014214515686,0.4845014214515686
475,0.48713716864585876,0.48713716864585876,0.48713716864585876
477,0.4883556365966797,0.4883556365966797,0.4883556365966797
482,0.4914000630378723,0.4914000630378723,0.4914000630378723
483,0.4917394816875458,0.4917394816875458,0.4917394816875458
488,0.4921641945838928,0.4921641945838928,0.4921641945838928
489,0.492301344871521,0.492301344871521,0.492301344871521
490,0.49280381202697754,0.49280381202697754,0.49280381202697754
492,0.4943877160549164,0.4943877160549164,0.4943877160549164
494,0.4952077269554138,0.4952077269554138,0.4952077269554138
495,0.4958730936050415,0.4958730936050415,0.4958730936050415
496,0.4965772032737732,0.4965772032737732,0.4965772032737732
497,0.49709516763687134,0.49709516763687134,0.49709516763687134
498,0.49715450406074524,0.49715450406074524,0.49715450406074524
499,0.4972286522388458,0.4972286522388458,0.4972286522388458
501,0.4979476034641266,0.4979476034641266,0.4979476034641266
502,0.4984661340713501,0.4984661340713501,0.4984661340713501
503,0.4986516535282135,0.4986516535282135,0.4986516535282135
506,0.49946296215057373,0.49946296215057373,0.49946296215057373
511,0.5017247796058655,0.5017247796058655,0.5017247796058655
512,0.5022538900375366,0.5022538900375366,0.5022538900375366
513,0.5031523108482361,0.5031523108482361,0.5031523108482361
514,0.5037775635719299,0.5037775635719299,0.5037775635719299
515,0.5044195652008057,0.5044195652008057,0.5044195652008057
517,0.5057107210159302,0.5057107210159302,0.5057107210159302
519,0.5060912370681763,0.5060912370681763,0.5060912370681763
520,0.5061001181602478,0.5061001181602478,0.5061001181602478
526,0.5084711313247681,0.5084711313247681,0.5084711313247681
527,0.5086772441864014,0.5086772441864014,0.5086772441864014
530,0.509779155254364,0.509779155254364,0.509779155254364
531,0.5098682045936584,0.5098682045936584,0.5098682045936584
532,0.5103974342346191,0.5103974342346191,0.5103974342346191
534,0.5109912753105164,0.5109912753105164,0.5109912753105164
536,0.5113720893859863,0.5113720893859863,0.5113720893859863
537,0.511967658996582,0.511967658996582,0.511967658996582
538,0.512848973274231,0.512848973274231,0.512848973274231
542,0.5135268568992615,0.5135268568992615,0.5135268568992615
543,0.5134193301200867,0.5134193301200867,0.5134193301200867
545,0.5141927599906921,0.5141927599906921,0.5141927599906921
549,0.5166228413581848,0.5166228413581848,0.5166228413581848
550,0.5173134803771973,0.5173134803771973,0.5173134803771973
551,0.5177260041236877,0.5177260041236877,0.5177260041236877
552,0.5175648927688599,0.5175648927688599,0.5175648927688599
560,0.5206624269485474,0.5206624269485474,0.5206624269485474
564,0.5225996971130371,0.5225996971130371,0.5225996971130371
565,0.5228689312934875,0.5228689312934875,0.5228689312934875
568,0.5247264504432678,0.5247264504432678,0.5247264504432678
570,0.5258732438087463,0.5258732438087463,0.5258732438087463
574,0.5272947549819946,0.5272947549819946,0.5272947549819946
575,0.5278303623199463,0.5278303623199463,0.5278303623199463
576,0.5280778408050537,0.5280778408050537,0.5280778408050537
577,0.5280253887176514,0.5280253887176514,0.5280253887176514
578,0.5284395217895508,0.5284395217895508,0.5284395217895508
581,0.5295441746711731,0.5295441746711731,0.5295441746711731
582,0.5303269624710083,0.5303269624710083,0.5303269624710083
583,0.5310178399085999,0.5310178399085999,0.5310178399085999
584,0.5316900610923767,0.5316900610923767,0.5316900610923767
585,0.5322145223617554,0.5322145223617554,0.5322145223617554
586,0.5325028896331787,0.5325028896331787,0.5325028896331787
587,0.5327149033546448,0.5327149033546448,0.5327149033546448
589,0.5332667231559753,0.5332667231559753,0.5332667231559753
590,0.5337617993354797,0.5337617993354797,0.5337617993354797
591,0.5344753265380859,0.5344753265380859,0.5344753265380859
592,0.5352163314819336,0.5352163314819336,0.5352163314819336
593,0.5355498194694519,0.5355498194694519,0.5355498194694519
595,0.5359565019607544,0.5359565019607544,0.5359565019607544
596,0.5356487035751343,0.5356487035751343,0.5356487035751343
597,0.5356785655021667,0.5356785655021667,0.5356785655021667
598,0.5357353091239929,0.5357353091239929,0.5357353091239929
599,0.5360522270202637,0.5360522270202637,0.5360522270202637
602,0.5365246534347534,0.5365246534347534,0.5365246534347534
603,0.5366348624229431,0.5366348624229431,0.5366348624229431
604,0.5369501113891602,0.5369501113891602,0.5369501113891602
606,0.5376119017601013,0.5376119017601013,0.5376119017601013
608,0.5378717184066772,0.5378717184066772,0.5378717184066772
609,0.5380958914756775,0.5380958914756775,0.5380958914756775
610,0.5385396480560303,0.5385396480560303,0.5385396480560303
613,0.5399131178855896,0.5399131178855896,0.5399131178855896
614,0.5400159358978271,0.5400159358978271,0.5400159358978271
616,0.5411547422409058,0.5411547422409058,0.5411547422409058
617,0.5413272380828857,0.5413272380828857,0.5413272380828857
619,0.5422753691673279,0.5422753691673279,0.5422753691673279
621,0.5439602136611938,0.5439602136611938,0.5439602136611938
622,0.544160783290863,0.544160783290863,0.544160783290863
623,0.54437655210495,0.54437655210495,0.54437655210495
625,0.54450523853302,0.54450523853302,0.54450523853302
626,0.5450686812400818,0.5450686812400818,0.5450686812400818
628,0.546083390712738,0.546083390712738,0.546083390712738
630,0.5469451546669006,0.5469451546669006,0.5469451546669006
631,0.547370970249176,0.547370970249176,0.547370970249176
632,0.5478917956352234,0.5478917956352234,0.5478917956352234
633,0.5486031770706177,0.5486031770706177,0.5486031770706177
634,0.548854649066925,0.548854649066925,0.548854649066925
635,0.5486176609992981,0.5486176609992981,0.5486176609992981
636,0.5487926006317139,0.5487926006317139,0.5487926006317139
643,0.5497543811798096,0.5497543811798096,0.5497543811798096
644,0.5498721599578857,0.5498721599578857,0.5498721599578857
645,0.5501933693885803,0.5501933693885803,0.5501933693885803
646,0.5509382486343384,0.5509382486343384,0.5509382486343384
647,0.5518153309822083,0.5518153309822083,0.5518153309822083
648,0.5524237155914307,0.5524237155914307,0.5524237155914307
649,0.5526247024536133,0.5526247024536133,0.5526247024536133
650,0.552656352519989,0.552656352519989,0.552656352519989
651,0.5529338717460632,0.5529338717460632,0.5529338717460632
652,0.5535154938697815,0.5535154938697815,0.5535154938697815
653,0.5536098480224609,0.5536098480224609,0.5536098480224609
662,0.5537050366401672,0.5537050366401672,0.5537050366401672
663,0.5537093877792358,0.5537093877792358,0.5537093877792358
667,0.5553930997848511,0.5553930997848511,0.5553930997848511
668,0.5556382536888123,0.5556382536888123,0.5556382536888123
671,0.5563839077949524,0.5563839077949524,0.5563839077949524
675,0.55657958984375,0.55657958984375,0.55657958984375
676,0.5563735961914062,0.5563735961914062,0.5563735961914062
681,0.557286262512207,0.557286262512207,0.557286262512207
683,0.558310866355896,0.558310866355896,0.558310866355896
686,0.559567928314209,0.559567928314209,0.559567928314209
688,0.5595183372497559,0.5595183372497559,0.5595183372497559
691,0.5605077743530273,0.5605077743530273,0.5605077743530273
692,0.5611903667449951,0.5611903667449951,0.5611903667449951
693,0.5614721179008484,0.5614721179008484,0.5614721179008484
695,0.5613038539886475,0.5613038539886475,0.5613038539886475
696,0.5614491701126099,0.5614491701126099,0.5614491701126099
697,0.5619136691093445,0.5619136691093445,0.5619136691093445
700,0.5635379552841187,0.5635379552841187,0.5635379552841187
702,0.5646538734436035,0.5646538734436035,0.5646538734436035
703,0.5648530721664429,0.5648530721664429,0.5648530721664429
713,0.5657992362976074,0.5657992362976074,0.5657992362976074
715,0.5657444596290588,0.5657444596290588,0.5657444596290588
719,0.5674383640289307,0.5674383640289307,0.5674383640289307
720,0.5678797364234924,0.5678797364234924,0.5678797364234924
722,0.5682083368301392,0.5682083368301392,0.5682083368301392
724,0.5686817169189453,0.5686817169189453,0.5686817169189453
726,0.5690544247627258,0.5690544247627258,0.5690544247627258
727,0.5691542029380798,0.5691542029380798,0.5691542029380798
729,0.5688861608505249,0.5688861608505249,0.5688861608505249
730,0.5689947605133057,0.5689947605133057,0.5689947605133057
731,0.5693577527999878,0.5693577527999878,0.5693577527999878
732,0.5696142911911011,0.5696142911911011,0.5696142911911011
734,0.5699734091758728,0.5699734091758728,0.5699734091758728
739,0.5720922350883484,0.5720922350883484,0.5720922350883484
744,0.572575569152832,0.572575569152832,0.572575569152832
745,0.5727070569992065,0.5727070569992065,0.5727070569992065
746,0.5728353261947632,0.5728353261947632,0.5728353261947632
751,0.5730029344558716,0.5730029344558716,0.5730029344558716
752,0.5734297037124634,0.5734297037124634,0.5734297037124634
754,0.5740675330162048,0.5740675330162048,0.5740675330162048
755,0.5740857124328613,0.5740857124328613,0.5740857124328613
758,0.5744918584823608,0.5744918584823608,0.5744918584823608
759,0.5750078558921814,0.5750078558921814,0.5750078558921814
760,0.5756660103797913,0.5756660103797913,0.5756660103797913
761,0.5757730603218079,0.5757730603218079,0.5757730603218079
763,0.5768293142318726,0.5768293142318726,0.5768293142318726
764,0.5767996907234192,0.5767996907234192,0.5767996907234192
769,0.5783956050872803,0.5783956050872803,0.5783956050872803
770,0.5789040327072144,0.5789040327072144,0.5789040327072144
773,0.5796975493431091,0.5796975493431091,0.5796975493431091
774,0.5799996256828308,0.5799996256828308,0.5799996256828308
776,0.5803279876708984,0.5803279876708984,0.5803279876708984
782,0.5829395055770874,0.5829395055770874,0.5829395055770874
783,0.5835756659507751,0.5835756659507751,0.5835756659507751
784,0.5839369893074036,0.5839369893074036,0.5839369893074036
785,0.5844821929931641,0.5844821929931641,0.5844821929931641
789,0.5859825611114502,0.5859825611114502,0.5859825611114502
790,0.5863843560218811,0.5863843560218811,0.5863843560218811
791,0.5865405201911926,0.5865405201911926,0.5865405201911926
795,0.5883311033248901,0.5883311033248901,0.5883311033248901
802,0.5894935131072998,0.5894935131072998,0.5894935131072998
803,0.5901791453361511,0.5901791453361511,0.5901791453361511
805,0.5921434760093689,0.5921434760093689,0.5921434760093689
807,0.5933494567871094,0.5933494567871094,0.5933494567871094
808,0.5938077569007874,0.5938077569007874,0.5938077569007874
811,0.5935969352722168,0.5935969352722168,0.5935969352722168
813,0.5928674936294556,0.5928674936294556,0.5928674936294556
818,0.5938496589660645,0.5938496589660645,0.5938496589660645
827,0.5953977704048157,0.5953977704048157,0.5953977704048157
828,0.5958091616630554,0.5958091616630554,0.5958091616630554
833,0.5965698957443237,0.5965698957443237,0.5965698957443237
838,0.5982469320297241,0.5982469320297241,0.5982469320297241
839,0.5986105799674988,0.5986105799674988,0.5986105799674988
840,0.5990552306175232,0.5990552306175232,0.5990552306175232
841,0.5993718504905701,0.5993718504905701,0.5993718504905701
844,0.599181592464447,0.599181592464447,0.599181592464447
849,0.6015666723251343,0.6015666723251343,0.6015666723251343
851,0.6023188233375549,0.6023188233375549,0.6023188233375549
854,0.6022500991821289,0.6022500991821289,0.6022500991821289
855,0.6022053360939026,0.6022053360939026,0.6022053360939026
858,0.6023123860359192,0.6023123860359192,0.6023123860359192
862,0.6024917364120483,0.6024917364120483,0.6024917364120483
864,0.6019591689109802,0.6019591689109802,0.6019591689109802
868,0.6011298894882202,0.6011298894882202,0.6011298894882202
871,0.6006540060043335,0.6006540060043335,0.6006540060043335
873,0.6010029315948486,0.6010029315948486,0.6010029315948486
874,0.6011029481887817,0.6011029481887817,0.6011029481887817
876,0.6010496020317078,0.6010496020317078,0.6010496020317078
877,0.6011525988578796,0.6011525988578796,0.6011525988578796
878,0.600617527961731,0.600617527961731,0.600617527961731
879,0.600333571434021,0.600333571434021,0.600333571434021
882,0.5991114974021912,0.5991114974021912,0.5991114974021912
883,0.5993198752403259,0.5993198752403259,0.5993198752403259
885,0.6003081202507019,0.6003081202507019,0.6003081202507019
886,0.6005347371101379,0.6005347371101379,0.6005347371101379
889,0.6005412936210632,0.6005412936210632,0.6005412936210632
892,0.600432276725769,0.600432276725769,0.600432276725769
896,0.5987015962600708,0.5987015962600708,0.5987015962600708
899,0.598413348197937,0.598413348197937,0.598413348197937
901,0.5983454585075378,0.5983454585075378,0.5983454585075378
904,0.5989763140678406,0.5989763140678406,0.5989763140678406
906,0.5991415977478027,0.5991415977478027,0.5991415977478027
907,0.5991264581680298,0.5991264581680298,0.5991264581680298
909,0.5995737314224243,0.5995737314224243,0.5995737314224243
910,0.5994865298271179,0.5994865298271179,0.5994865298271179
913,0.5989376902580261,0.5989376902580261,0.5989376902580261
914,0.598931610584259,0.598931610584259,0.598931610584259
917,0.599381148815155,0.599381148815155,0.599381148815155
920,0.5983341336250305,0.5983341336250305,0.5983341336250305
921,0.5983585715293884,0.5983585715293884,0.5983585715293884
922,0.5984053611755371,0.5984053611755371,0.5984053611755371
925,0.599044919013977,0.599044919013977,0.599044919013977
926,0.598689079284668,0.598689079284668,0.598689079284668
928,0.5980508923530579,0.5980508923530579,0.5980508923530579
930,0.598046600818634,0.598046600818634,0.598046600818634
932,0.5979282259941101,0.5979282259941101,0.5979282259941101
938,0.5993532538414001,0.5993532538414001,0.5993532538414001
939,0.5990757942199707,0.5990757942199707,0.5990757942199707
940,0.5989987254142761,0.5989987254142761,0.5989987254142761
944,0.598564863204956,0.598564863204956,0.598564863204956
946,0.5981338620185852,0.5981338620185852,0.5981338620185852
947,0.5979840755462646,0.5979840755462646,0.5979840755462646
948,0.5978243350982666,0.5978243350982666,0.5978243350982666
949,0.5980032682418823,0.5980032682418823,0.5980032682418823
950,0.597956657409668,0.597956657409668,0.597956657409668
954,0.5977189540863037,0.5977189540863037,0.5977189540863037
955,0.5980077385902405,0.5980077385902405,0.5980077385902405
956,0.5986636281013489,0.5986636281013489,0.5986636281013489
957,0.5990236401557922,0.5990236401557922,0.5990236401557922
959,0.5994398593902588,0.5994398593902588,0.5994398593902588
962,0.599941611289978,0.599941611289978,0.599941611289978
963,0.6000277400016785,0.6000277400016785,0.6000277400016785
965,0.6002256870269775,0.6002256870269775,0.6002256870269775
970,0.6006549596786499,0.6006549596786499,0.6006549596786499
972,0.6006172299385071,0.6006172299385071,0.6006172299385071
974,0.6006541848182678,0.6006541848182678,0.6006541848182678
976,0.6010997295379639,0.6010997295379639,0.6010997295379639
978,0.600496768951416,0.600496768951416,0.600496768951416
981,0.6006000638008118,0.6006000638008118,0.6006000638008118
985,0.6004467606544495,0.6004467606544495,0.6004467606544495
989,0.6009488701820374,0.6009488701820374,0.6009488701820374
990,0.601155698299408,0.601155698299408,0.601155698299408
991,0.6013728976249695,0.6013728976249695,0.6013728976249695
993,0.6018077731132507,0.6018077731132507,0.6018077731132507
994,0.6017273664474487,0.6017273664474487,0.6017273664474487
995,0.6015921235084534,0.6015921235084534,0.6015921235084534
997,0.6015022993087769,0.6015022993087769,0.6015022993087769
998,0.6016867756843567,0.6016867756843567,0.6016867756843567
999,0.6019208431243896,0.6019208431243896,0.6019208431243896
1001,0.6025248765945435,0.6025248765945435,0.6025248765945435
